time,qa,lons,no2,lats,timestamp
2019-07-15T17:02:22.750000Z,1,-70.33497,2.24E-05,42.463734,1
2019-07-15T17:02:23.830000Z,1,-70.36661,1.13E-05,42.524387,1
2019-07-15T17:02:24.909000Z,1,-70.398384,3.82E-06,42.58504,1
2019-07-15T17:02:25.989000Z,0.66999996,-70.430214,5.11E-06,42.645676,1
2019-07-15T17:02:27.069000Z,0.66999996,-70.46209,3.65E-05,42.7063,1
2019-07-15T17:02:28.149000Z,0.9,-70.49401,4.47E-05,42.766907,1
2019-07-15T17:02:29.229000Z,0.9,-70.52597,2.15E-05,42.82752,1
2019-07-15T17:02:30.309000Z,0.9,-70.55795,5.24E-06,42.88815,1
2019-07-15T17:02:31.389000Z,1,-70.590096,1.34E-05,42.948757,1
2019-07-15T17:02:14.110000Z,1,-70.00507,1.00E-06,42.008957,1
2019-07-15T17:02:15.190000Z,1,-70.03623,1.54E-05,42.0697,1
2019-07-15T17:02:16.270000Z,1,-70.06733,-1.04E-05,42.13046,1
2019-07-15T17:02:17.350000Z,0.74,-70.09855,-1.84E-05,42.19119,1
2019-07-15T17:02:18.430000Z,0.74,-70.12988,3.53E-05,42.251926,1
2019-07-15T17:02:19.510000Z,1,-70.16122,1.29E-05,42.31265,1
2019-07-15T17:02:20.590000Z,1,-70.19265,1.78E-05,42.37335,1
2019-07-15T17:02:21.670000Z,1,-70.22413,1.88E-05,42.43405,1
2019-07-15T17:02:22.750000Z,1,-70.25568,2.45E-05,42.494743,1
2019-07-15T17:02:23.830000Z,1,-70.287254,2.69E-06,42.555424,1
2019-07-15T17:02:24.909000Z,1,-70.31897,8.55E-06,42.616104,1
2019-07-15T17:02:25.989000Z,0.74,-70.35074,-1.76E-05,42.676758,1
2019-07-15T17:02:27.069000Z,0.74,-70.38255,-4.16E-06,42.737408,1
2019-07-15T17:02:28.149000Z,0.74,-70.41441,4.60E-05,42.798035,1
2019-07-15T17:02:29.229000Z,0.66999996,-70.446304,2.97E-05,42.85867,1
2019-07-15T17:02:30.309000Z,0.9,-70.478226,1.02E-05,42.919323,1
2019-07-15T17:02:31.389000Z,1,-70.51031,1.18E-05,42.979958,1
2019-07-15T17:02:17.350000Z,0.74,-70.02031,6.62E-06,42.221664,1
2019-07-15T17:02:18.430000Z,0.74,-70.05158,1.50E-05,42.282425,1
2019-07-15T17:02:19.510000Z,1,-70.082855,7.07E-06,42.34317,1
2019-07-15T17:02:20.590000Z,1,-70.11423,-5.52E-07,42.403893,1
2019-07-15T17:02:21.670000Z,1,-70.145645,8.48E-06,42.46462,1
2019-07-15T17:02:22.750000Z,1,-70.17713,1.53E-05,42.525333,1
2019-07-15T17:02:23.830000Z,1,-70.20865,1.37E-05,42.586033,1
2019-07-15T17:02:24.909000Z,0.74,-70.2403,1.57E-05,42.646736,1
2019-07-15T17:02:25.989000Z,0.74,-70.27201,3.72E-06,42.707417,1
2019-07-15T17:02:27.069000Z,0.74,-70.30376,-9.31E-06,42.768085,1
2019-07-15T17:02:28.149000Z,0.74,-70.335556,4.03E-05,42.82874,1
2019-07-15T17:02:29.229000Z,1,-70.36739,1.79E-05,42.889397,1
2019-07-15T17:02:30.309000Z,1,-70.39925,1.27E-05,42.950073,1
2019-07-15T17:02:19.510000Z,1,-70.005226,1.24E-05,42.373272,1
2019-07-15T17:02:20.590000Z,1,-70.03653,6.96E-06,42.434017,1
2019-07-15T17:02:21.670000Z,1,-70.067894,9.47E-06,42.494766,1
2019-07-15T17:02:22.750000Z,1,-70.09932,-3.78E-06,42.555504,1
2019-07-15T17:02:23.830000Z,0.74,-70.130775,1.17E-05,42.616226,1
2019-07-15T17:02:24.909000Z,0.74,-70.16236,-8.68E-06,42.676952,1
2019-07-15T17:02:25.989000Z,0.74,-70.19401,5.80E-06,42.737656,1
2019-07-15T17:02:27.069000Z,0.74,-70.2257,2.68E-06,42.79835,1
2019-07-15T17:02:28.149000Z,0.74,-70.25744,2.79E-05,42.859024,1
2019-07-15T17:02:29.229000Z,1,-70.28921,1.57E-05,42.919704,1
2019-07-15T17:02:30.309000Z,1,-70.32101,7.27E-06,42.980404,1
2019-07-15T17:02:22.750000Z,0.74,-70.02222,5.80E-06,42.58527,1
2019-07-15T17:02:23.830000Z,0.74,-70.05361,8.33E-07,42.646015,1
2019-07-15T17:02:24.909000Z,0.74,-70.085144,-1.13E-06,42.706764,1
2019-07-15T17:02:25.989000Z,0.74,-70.11673,1.10E-05,42.767487,1
2019-07-15T17:02:27.069000Z,1,-70.14835,1.83E-05,42.828205,1
2019-07-15T17:02:28.149000Z,1,-70.18003,1.48E-05,42.888905,1
2019-07-15T17:02:29.229000Z,1,-70.21174,1.75E-05,42.949604,1
2019-07-15T17:02:24.909000Z,0.74,-70.00862,-7.03E-06,42.736176,1
2019-07-15T17:02:27.069000Z,1,-70.07171,1.49E-05,42.857662,1
2019-07-15T17:02:28.149000Z,1,-70.103325,1.64E-05,42.91838,1
2019-07-15T17:02:29.229000Z,1,-70.13498,1.09E-05,42.979107,1
2019-07-15T17:02:28.149000Z,1,-70.027306,7.82E-06,42.94747,1
2019-07-15T18:42:47.006000Z,1,-71.91057,1.58E-05,42.00278,1
2019-07-15T18:42:48.086000Z,1,-71.91835,2.64E-05,42.065132,1
2019-07-15T18:42:49.166000Z,1,-71.92621,1.67E-05,42.127438,1
2019-07-15T18:42:50.246000Z,1,-71.93386,1.57E-05,42.189777,1
2019-07-15T18:42:51.326000Z,1,-71.94151,1.20E-05,42.2521,1
2019-07-15T18:42:52.406000Z,1,-71.94921,1.67E-05,42.31439,1
2019-07-15T18:42:53.486000Z,1,-71.95695,1.50E-05,42.37671,1
2019-07-15T18:42:54.566000Z,1,-71.96461,1.34E-05,42.439053,1
2019-07-15T18:42:55.646000Z,1,-71.97228,1.26E-05,42.501385,1
2019-07-15T18:42:56.726000Z,1,-71.97996,1.44E-05,42.563694,1
2019-07-15T18:42:57.806000Z,1,-71.98758,1.32E-05,42.625996,1
2019-07-15T18:42:58.886000Z,1,-71.995316,1.31E-05,42.688335,1
2019-07-15T18:42:48.086000Z,1,-71.74733,1.19E-05,42.058655,1
2019-07-15T18:42:49.166000Z,1,-71.75502,1.53E-05,42.12093,1
2019-07-15T18:42:50.246000Z,1,-71.762505,1.21E-05,42.183243,1
2019-07-15T18:42:51.326000Z,1,-71.76998,1.63E-05,42.24554,1
2019-07-15T18:42:52.406000Z,1,-71.77751,2.09E-05,42.307796,1
2019-07-15T18:42:53.486000Z,1,-71.78508,7.47E-06,42.37009,1
2019-07-15T18:42:54.566000Z,1,-71.792564,2.25E-06,42.432407,1
2019-07-15T18:42:55.646000Z,1,-71.800064,1.06E-05,42.494713,1
2019-07-15T18:42:56.726000Z,1,-71.80757,1.17E-05,42.55699,1
2019-07-15T18:42:57.806000Z,1,-71.81502,1.71E-05,42.619267,1
2019-07-15T18:42:58.886000Z,1,-71.822586,5.49E-06,42.681576,1
2019-07-15T18:42:59.966000Z,1,-71.83,1.15E-05,42.743843,1
2019-07-15T18:43:01.046000Z,1,-71.837585,1.09E-05,42.806107,1
2019-07-15T18:43:02.126000Z,1,-71.84488,7.72E-06,42.86844,1
